보안등표찰명,소재지지번주소,경도,위도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
연희동7004,서울특별시 서대문구 연희동351-8,126.9280949,37.5616621,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7017,서울특별시 서대문구 연희동353-100,126.9278925,37.5623631,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7023,서울특별시 서대문구 연희동353-107,126.9282283,37.5626274,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7022,서울특별시 서대문구 연희동353-108,126.9282601,37.5627719,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동8840,서울특별시 서대문구 연희동353-109,126.9288548,37.5623448,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7020,서울특별시 서대문구 연희동353-109,126.9288548,37.5623448,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동8844,서울특별시 서대문구 연희동353-115,126.9288076,37.5624795,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7018,서울특별시 서대문구 연희동353-139,126.9283205,37.5625111,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동8845,서울특별시 서대문구 연희동353-19,126.9286816,37.5625865,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7034,서울특별시 서대문구 연희동353-40,126.9299216,37.5629401,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7033,서울특별시 서대문구 연희동353-42,126.9298316,37.5629033,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7053,서울특별시 서대문구 연희동353-49,126.9300716,37.5627433,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7058,서울특별시 서대문구 연희동353-51,126.9298573,37.5626873,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7025,서울특별시 서대문구 연희동353-77,126.928372,37.562863,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7024,서울특별시 서대문구 연희동353-77,126.928372,37.562863,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동1-7-1,서울특별시 서대문구 연희동353-84,126.9277936,37.562155,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7015,서울특별시 서대문구 연희동353-86,126.9280442,37.5620401,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7001,서울특별시 서대문구 연희동353-93,126.9277085,37.5617757,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동8846,서울특별시 서대문구 연희동354-6,126.9282687,37.5629612,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7016,서울특별시 서대문구 연희동356-1,126.9279807,37.5625261,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2039,서울특별시 서대문구 연희동410-26,126.9242193,37.5667087,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2042,서울특별시 서대문구 연희동410-33,126.9238922,37.5666246,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2044,서울특별시 서대문구 연희동410-44,126.9237999,37.5667499,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2043,서울특별시 서대문구 연희동410-25,126.9240816,37.5668336,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2023,서울특별시 서대문구 연희동413-105,126.9235404,37.5674774,씨피주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2183,서울특별시 서대문구 연희동413-106,126.9233589,37.5675028,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2326,서울특별시 서대문구 연희동413-106,126.9233589,37.5675028,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2028,서울특별시 서대문구 연희동413-108,126.9231193,37.5676357,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2027,서울특별시 서대문구 연희동413-109,126.9229832,37.5676525,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2025,서울특별시 서대문구 연희동413-110,126.9228584,37.5676694,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2427,서울특별시 서대문구 연희동413-110,126.9228584,37.5676694,씨피주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동9623,서울특별시 서대문구 연희동413-113,126.9224964,37.5676571,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동9624,서울특별시 서대문구 연희동413-113,126.9224964,37.5676571,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2026,서울특별시 서대문구 연희동413-114,126.9223267,37.5676465,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2020,서울특별시 서대문구 연희동413-116,126.9224421,37.5674944,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2181,서울특별시 서대문구 연희동413-118,126.9226232,37.5674961,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2182,서울특별시 서대문구 연희동413-119,126.9228384,37.567489,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2024,서울특별시 서대문구 연희동413-120,126.9230647,37.5674911,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2029,서울특별시 서대문구 연희동413-137,126.9237563,37.5674163,씨피주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2046,서울특별시 서대문구 연희동413-138,126.9228835,37.5667145,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2041,서울특별시 서대문구 연희동413-3,126.924435,37.5666656,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2551,서울특별시 서대문구 연희동413-42,126.9240071,37.5672924,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2049,서울특별시 서대문구 연희동413-43,126.9238601,37.5672821,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2035,서울특별시 서대문구 연희동413-43,126.9238601,37.5672821,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2030,서울특별시 서대문구 연희동413-44,126.9241657,37.5672849,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2034,서울특별시 서대문구 연희동413-45,126.9243471,37.5672685,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2031,서울특별시 서대문구 연희동413-46,126.9245283,37.5672611,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동1139,서울특별시 서대문구 연희동413-47,126.9247095,37.5672538,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2038,서울특별시 서대문구 연희동413-57,126.9249171,37.5669854,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2036,서울특별시 서대문구 연희동413-59,126.9244982,37.5669906,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2037,서울특별시 서대문구 연희동413-59,126.9244982,37.5669906,씨피주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2033,서울특별시 서대문구 연희동413-61,126.9246437,37.567109,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동1138,서울특별시 서대문구 연희동413-61,126.9246437,37.567109,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2078,서울특별시 서대문구 연희동413-62,126.9248249,37.5671017,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2548,서울특별시 서대문구 연희동413-83,126.9235431,37.5672882,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동9618,서울특별시 서대문구 연희동413-86,126.9228073,37.5672905,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2050,서울특별시 서대문구 연희동413-87,126.9226147,37.5672978,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2021,서울특별시 서대문구 연희동413-88,126.9224338,37.5672871,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2019,서울특별시 서대문구 연희동413-89,126.9222751,37.5673037,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2048,서울특별시 서대문구 연희동413-92,126.9233535,37.5670882,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2045,서울특별시 서대문구 연희동413-135,126.9233023,37.5667184,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2052,서울특별시 서대문구 연희동413-98,126.922813,37.5668941,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2075,서울특별시 서대문구 연희동420-1,126.9255003,37.5665762,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2095,서울특별시 서대문구 연희동421-12,126.9264719,37.5667022,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2093,서울특별시 서대문구 연희동421-17,126.926482,37.5667924,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2101,서울특별시 서대문구 연희동421-23,126.9266754,37.566722,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2098,서울특별시 서대문구 연희동421-23,126.9266754,37.566722,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2091,서울특별시 서대문구 연희동421-29,126.9264562,37.5670084,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2092,서울특별시 서대문구 연희동421-36,126.9262308,37.5669433,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동10018,서울특별시 서대문구 연희동421-43,126.926036,37.5671037,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7566,서울특별시 서대문구 연희동42-15,126.9338092,37.5657505,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7171,서울특별시 서대문구 연희동42-16,126.9338797,37.5655709,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2176,서울특별시 서대문구 연희동421-65,126.9268147,37.5672729,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2089,서울특별시 서대문구 연희동421-67,126.9262374,37.5672677,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2094,서울특별시 서대문구 연희동421-68,126.9257553,37.5669479,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2102,서울특별시 서대문구 연희동421-8,126.9267644,37.566831,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7174,서울특별시 서대문구 연희동42-18,126.93362,37.5655235,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2090,서울특별시 서대문구 연희동421-84,126.9265335,37.5671442,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2097,서울특별시 서대문구 연희동421-9,126.9268447,37.5667596,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7173,서울특별시 서대문구 연희동42-19,126.9334826,37.5656394,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7172,서울특별시 서대문구 연희동42-31,126.933606,37.5657126,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2103,서울특별시 서대문구 연희동431-3,126.9270668,37.5662661,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2179,서울특별시 서대문구 연희동433-1,126.9270623,37.5665814,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2177,서울특별시 서대문구 연희동433-11,126.9270578,37.5668967,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2174,서울특별시 서대문구 연희동433-2,126.9274057,37.5671071,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3011,서울특별시 서대문구 연희동433-22,126.9273322,37.5674939,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2175,서울특별시 서대문구 연희동433-27,126.9271311,37.5673118,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동10157,서울특별시 서대문구 연희동433-29,126.9268456,37.5674805,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3009,서울특별시 서대문구 연희동433-41,126.9271712,37.5676726,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3571,서울특별시 서대문구 연희동433-45,126.926705,37.5678126,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3007,서울특별시 서대문구 연희동433-46,126.9268764,37.567706,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3006,서울특별시 서대문구 연희동433-49,126.9272821,37.5678268,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동381,서울특별시 서대문구 연희동433-52,126.9266136,37.5678748,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3004,서울특별시 서대문구 연희동433-54,126.9269412,37.5679228,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동9998,서울특별시 서대문구 연희동433-55,126.9270668,37.5678429,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2086,서울특별시 서대문구 연희동434-12,126.9259377,37.5676434,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2084,서울특별시 서대문구 연희동434-13,126.9263117,37.5676108,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동2012,서울특별시 서대문구 신촌동396,126.9421662,37.5639155,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2088,서울특별시 서대문구 연희동434-13,126.9263117,37.5676108,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2087,서울특별시 서대문구 연희동434-23,126.9257845,37.5672816,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동9938,서울특별시 서대문구 연희동434-23,126.9257845,37.5672816,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2076,서울특별시 서대문구 연희동434-26,126.9254943,37.5669906,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2080,서울특별시 서대문구 연희동434-28,126.9254051,37.5676836,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2081,서울특별시 서대문구 연희동434-33,126.9255467,37.5680723,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2082,서울특별시 서대문구 연희동434-33,126.9255467,37.5680723,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2077,서울특별시 서대문구 연희동436-1,126.9251432,37.5670054,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2079,서울특별시 서대문구 연희동436-9,126.9250596,37.567311,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3083,서울특별시 서대문구 연희동437-13,126.9270862,37.5688612,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3084,서울특별시 서대문구 연희동437-15,126.9270656,37.5687169,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3089,서울특별시 서대문구 연희동437-17,126.9268623,37.568688,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3088,서울특별시 서대문구 연희동437-17,126.9268623,37.568688,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3087,서울특별시 서대문구 연희동437-23,126.9266794,37.5688125,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3090,서울특별시 서대문구 연희동437-25,126.9264651,37.5687565,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3091,서울특별시 서대문구 연희동437-31,126.9263158,37.5689083,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3567,서울특별시 서대문구 연희동437-36,126.9262553,37.569178,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3564,서울특별시 서대문구 연희동437-39,126.9260303,37.5690769,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3080,서울특별시 서대문구 연희동437-4,126.9279358,37.5688149,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동10150,서울특별시 서대문구 연희동437-40,126.9259866,37.5689684,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3095,서울특별시 서대문구 연희동437-41,126.9258391,37.568994,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3096,서울특별시 서대문구 연희동437-41,126.9258391,37.568994,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동10171,서울특별시 서대문구 연희동437-43,126.9259942,37.5692297,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동8835,서울특별시 서대문구 연희동437-5,126.9277661,37.5688133,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3103,서울특별시 서대문구 연희동437-51,126.9255987,37.5691811,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3102,서울특별시 서대문구 연희동437-52,126.9256086,37.5692803,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3104,서울특별시 서대문구 연희동437-57,126.9254087,37.5690081,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3105,서울특별시 서대문구 연희동437-58,126.9252725,37.5690339,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3106,서울특별시 서대문구 연희동437-60,126.9252814,37.5692052,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3107,서울특별시 서대문구 연희동437-60,126.9252814,37.5692052,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동8,서울특별시 서대문구 연희동437-67,126.924987,37.5692115,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3081,서울특별시 서대문구 연희동437-7,126.9276207,37.5686859,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3117,서울특별시 서대문구 연희동437-72,126.9248069,37.5691378,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3093,서울특별시 서대문구 연희동437-85,126.9260627,37.5691853,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3092,서울특별시 서대문구 연희동437-86,126.9259652,37.5688871,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3094,서울특별시 서대문구 연희동437-86,126.9259652,37.5688871,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3118,서울특별시 서대문구 연희동437-77,126.9243612,37.5694311,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3082,서울특별시 서대문구 연희동437-9,126.9274383,37.5687743,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3121,서울특별시 서대문구 연희동440-60,126.9258293,37.5688858,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3171,서울특별시 서대문구 연희동444-100,126.9254198,37.5706031,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3178,서울특별시 서대문구 연희동444-105,126.9259553,37.5703647,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3177,서울특별시 서대문구 연희동444-108,126.9258553,37.5702286,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동1-2-1,서울특별시 서대문구 연희동444-109,126.9260947,37.5701136,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동1-6,서울특별시 서대문구 연희동444-109,126.9260947,37.5701136,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3174,서울특별시 서대문구 연희동444-111,126.926017,37.5700048,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3172,서울특별시 서대문구 연희동444-115,126.9251417,37.5702581,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3173,서울특별시 서대문구 연희동444-116,126.9253357,37.5701518,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동1-18,서울특별시 서대문구 연희동444-16,126.9263115,37.5707824,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3163,서울특별시 서대문구 연희동444-16,126.9263115,37.5707824,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동1-11-1,서울특별시 서대문구 연희동444-16,126.9263115,37.5707824,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3111,서울특별시 서대문구 연희동444-53,126.9252582,37.570034,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3110,서울특별시 서대문구 연희동444-56,126.9253185,37.5697732,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3108,서울특별시 서대문구 연희동444-57,126.9256022,37.5697217,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3113,서울특별시 서대문구 연희동444-60,126.9249023,37.5695892,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동6425-1,서울특별시 서대문구 연희동444-67,126.9254122,37.5695578,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3122,서울특별시 서대문구 연희동444-70,126.9247157,37.5699749,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3120,서울특별시 서대문구 연희동444-78,126.9247549,37.5696059,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3119,서울특별시 서대문구 연희동444-79,126.924619,37.5696137,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동19,서울특별시 서대문구 연희동444-81,126.9243942,37.5695035,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3115,서울특별시 서대문구 연희동444-83,126.9247004,37.5694612,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3109,서울특별시 서대문구 연희동444-88,126.925714,37.5698219,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3101,서울특별시 서대문구 연희동444-89,126.9257188,37.5694885,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3098,서울특별시 서대문구 연희동444-90,126.9259808,37.5693738,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3112,서울특별시 서대문구 연희동444-93,126.9250457,37.5698518,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3169,서울특별시 서대문구 연희동444-96,126.9259735,37.5706712,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동3170,서울특별시 서대문구 연희동444-99,126.9254973,37.5707209,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동191,서울특별시 서대문구 연희동444-99,126.9254973,37.5707209,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2003,서울특별시 서대문구 연희동446-111,126.9192249,37.5684471,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2268,서울특별시 서대문구 연희동446-114,126.9197675,37.5677132,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2001,서울특별시 서대문구 연희동446-125,126.9191585,37.5683384,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2007,서울특별시 서대문구 연희동446-141,126.9192946,37.5683216,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2010,서울특별시 서대문구 연희동446-145,126.9205558,37.5679998,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동7,서울특별시 서대문구 연희동446-149,126.9198894,37.5678946,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2550,서울특별시 서대문구 연희동446-151,126.9195483,37.5679996,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2369,서울특별시 서대문구 연희동446-154,126.9191644,37.567933,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2373,서울특별시 서대문구 연희동446-156,126.919048,37.5681572,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2372,서울특별시 서대문구 연희동446-156,126.919048,37.5681572,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2016,서울특별시 서대문구 연희동446-162,126.9214347,37.5674942,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2064,서울특별시 서대문구 연희동446-165,126.9206308,37.5675049,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2061,서울특별시 서대문구 연희동446-166,126.9208239,37.5674616,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2017,서울특별시 서대문구 연희동446-171,126.921772,37.5676505,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2018,서울특별시 서대문구 연희동446-172,126.922056,37.567581,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2056,서울특별시 서대문구 연희동446-175,126.9217023,37.5669921,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2014,서울특별시 서대문구 연희동446-162,126.9214347,37.5674942,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2015,서울특별시 서대문구 연희동446-182,126.9214989,37.5677471,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2059,서울특별시 서대문구 연희동446-183,126.9213687,37.5673585,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2063,서울특별시 서대문구 연희동446-119,126.9202262,37.567303,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2057,서울특별시 서대문구 연희동446-196,126.9215964,37.5672704,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2062,서울특별시 서대문구 연희동446-212,126.9207033,37.5671902,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2008,서울특별시 서대문구 연희동446-225,126.9198966,37.568183,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2054,서울특별시 서대문구 연희동446-228,126.9224024,37.5671066,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2066,서울특별시 서대문구 연희동446-246,126.9200103,37.5673641,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2067,서울특별시 서대문구 연희동446-247,126.9197372,37.5674607,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2070,서울특별시 서대문구 연희동446-248,126.9192711,37.5676006,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2055,서울특별시 서대문구 연희동446-252,126.9220393,37.5671664,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2011,서울특별시 서대문구 연희동446-255,126.920761,37.5678935,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2053,서울특별시 서대문구 연희동446-260,126.92244,37.5668546,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2180,서울특별시 서대문구 연희동446-268,126.9201733,37.5678341,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2009,서울특별시 서대문구 연희동446-268,126.9201733,37.5678341,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2071,서울특별시 서대문구 연희동446-274,126.9188576,37.5680113,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2012,서울특별시 서대문구 연희동446-279,126.9212269,37.5677716,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2060,서울특별시 서대문구 연희동446-282,126.9209986,37.5671208,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동1190-1,서울특별시 서대문구 연희동446-285,126.9185884,37.5678466,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2266,서울특별시 서대문구 연희동446-305,126.9200742,37.567644,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2068,서울특별시 서대문구 연희동446-317,126.9195968,37.5677747,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2051,서울특별시 서대문구 연희동446-321,126.9213164,37.5670606,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
연희동2013,서울특별시 서대문구 연희동446-163,126.9211733,37.5675639,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
