"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
15-06-08,1,서울특별시 도봉구 도봉제2동 625-195,서울특별시 도봉구 도봉제2동 625-195,127.045815,37.675529,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-29-08,1,서울특별시 도봉구 도봉제2동 622-50,서울특별시 도봉구 도봉제2동 622-50,127.045057,37.669799,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-27-08,1,서울특별시 도봉구 도봉제2동 624-117,서울특별시 도봉구 도봉제2동 624-117,127.044795,37.673733,2006-05-12,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-10-08,2,서울특별시 도봉구 마들로28나길 28,서울특별시 도봉구 도봉제2동 634-15,127.046994,37.671844,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-01-08,2,서울특별시 도봉구 도봉제2동 653,서울특별시 도봉구 도봉제2동 653,127.047176,37.69063,2012-07-25,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-05-08,1,서울특별시 도봉구 도봉제2동 630-15,서울특별시 도봉구 도봉제2동 630-15,127.048979,37.67633,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-06-09,1,서울특별시 도봉구 도봉제2동 625-198,서울특별시 도봉구 도봉제2동 625-198,127.045727,37.675392,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-03-09,1,서울특별시 도봉구 도봉로152가길 156,서울특별시 도봉구 도봉제2동 92-69,127.045355,37.676372,2015-07-06,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-08-09,1,서울특별시 도봉구 도봉제2동 624-67,서울특별시 도봉구 도봉제2동 624-67,127.045818,37.673139,2007-07-24,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-01-09,2,서울특별시 도봉구 도봉제2동 652,서울특별시 도봉구 도봉제2동 652,127.046541,37.690594,2012-07-25,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-07-09,1,서울특별시 도봉구 마들로735-13,서울특별시 도봉구 도봉제2동 625-95,127.047291,37.675619,2014-01-08,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-29-09,1,서울특별시 도봉구 도봉로152길 13,서울특별시 도봉구 도봉제2동 622-8,127.044669,37.669521,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-20-02,1,서울특별시 도봉구 방학로5길 9-8,서울특별시 도봉구 방학제1동 674-2,127.038122,37.662227,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-14-03,1,서울특별시 도봉구 방학제1동 699-25,서울특별시 도봉구 방학제1동 699-25,127.038814,37.665797,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-18-03,1,서울특별시 도봉구 방학로5길 10-18,서울특별시 도봉구 방학제1동 672-4,127.036586,37.66229,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-21-03,1,서울특별시 도봉구 방학제1동 675-37,서울특별시 도봉구 방학제1동 675-37,127.040785,37.661806,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-15-03,1,서울특별시 도봉구 방학제1동 696-31,서울특별시 도봉구 방학제1동 696-31,127.037015,37.664971,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-03-03,1,서울특별시 도봉구 방학제1동 648-17,서울특별시 도봉구 방학제1동 648-17,127.039851,37.668242,2008-03-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-05-03,1,서울특별시 도봉구 방학제1동 649-35,서울특별시 도봉구 방학제1동 649-35,127.041382,37.66832,2007-07-03,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-11-03,1,서울특별시 도봉구 방학로2길 34,서울특별시 도봉구 방학제1동 681,127.040994,37.664576,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-10-03,1,서울특별시 도봉구 도봉로149길 11-5,서울특별시 도봉구 방학제1동 703-51,127.042117,37.665846,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-19-03,2,서울특별시 도봉구 방학로7길 8,서울특별시 도봉구 방학제1동 671-13,127.036196,37.662061,2006-09-18,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-09-03,1,서울특별시 도봉구 방학로2길 86,서울특별시 도봉구 방학제1동 702-13,127.041086,37.666684,2006-11-23,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-01-03,1,서울특별시 도봉구 도봉로149길 11-5,서울특별시 도봉구 방학제1동 645-6,127.039841,37.669595,2006-03-09,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-17-03,1,서울특별시 도봉구 방학제1동 693-31,서울특별시 도봉구 방학제1동 693-31,127.035089,37.663311,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-13-03,2,서울특별시 도봉구 방학로 126-14,서울특별시 도봉구 방학제1동 690-59,127.03844,37.66366,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-02-03,1,서울특별시 도봉구 도봉로151길 55,서울특별시 도봉구 방학제1동 647-23,127.04012,37.66882,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-08-03,1,서울특별시 도봉구 도봉로147길 54-7,서울특별시 도봉구 방학제1동 685-11,127.039544,37.665414,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-07-03,1,서울특별시 도봉구 방학제1동 684-34,서울특별시 도봉구 방학제1동 684-34,127.04001,37.666121,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-12-03,1,서울특별시 도봉구 방학로4길 32,서울특별시 도봉구 방학제1동 687-41,127.039328,37.664162,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-16-03,1,서울특별시 도봉구 방학로6가길 16,서울특별시 도봉구 방학제1동 697-22,127.037411,37.664915,2007-09-21,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-04-03,1,서울특별시 도봉구 방학제1동 653-11,서울특별시 도봉구 방학제1동 653-11,127.043116,37.669801,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-25-03,1,서울특별시 도봉구 방학제1동 711-1,서울특별시 도봉구 방학제1동 711-1,127.04396,37.662164,2006-11-02,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-20-03,1,서울특별시 도봉구 방학제1동 674-5,서울특별시 도봉구 방학제1동 674-5,127.038312,37.66222,2007-01-12,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-06-03,1,서울특별시 도봉구 방학로4길 68,서울특별시 도봉구 방학제1동 684,127.039023,37.666039,2007-04-13,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-23-03,1,서울특별시 도봉구 도봉로 690,서울특별시 도봉구 방학제1동 707,127.043398,37.66604,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-10-04,1,서울특별시 도봉구 도봉로 683,서울특별시 도봉구 방학제1동 703-14,127.041795,37.665621,2006-07-07,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-17-04,1,서울특별시 도봉구 도당로10길 11,서울특별시 도봉구 방학제1동 693-29,127.035429,37.663349,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-14-04,2,서울특별시 도봉구 방학로6가길 46,서울특별시 도봉구 방학제1동 699-24,127.038559,37.665728,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-15-04,1,서울특별시 도봉구 방학제1동 696-11,서울특별시 도봉구 방학제1동 696-11,127.036938,37.665041,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-21-04,1,서울특별시 도봉구 방학제1동 675-27,서울특별시 도봉구 방학제1동 675-27,127.040369,37.66181,2006-11-16,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-19-04,2,서울특별시 도봉구 방학로5길 10-22,서울특별시 도봉구 방학제1동 672-3,127.036593,37.662109,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-01-04,1,서울특별시 도봉구 방학제1동 645-13,서울특별시 도봉구 방학제1동 645-13,127.039885,37.669724,2006-03-09,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-23-04,1,서울특별시 도봉구 방학로 76,서울특별시 도봉구 방학제1동 708-2,127.043041,37.664518,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
10-04-20,1,서울특별시 도봉구 덕릉로59길 35,서울특별시 도봉구 창제2동 581-41,127.037831,37.641016,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
10-17-20,1,서울특별시 도봉구 덕릉로59바길 10-4,서울특별시 도봉구 창제2동 582-76,127.037061,37.640899,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
05-06-13,1,서울특별시 도봉구 방학제1동 701-29,서울특별시 도봉구 방학제1동 701-29,127.03995,37.667125,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-09-27,1,서울특별시 도봉구 창제3동 457-17,서울특별시 도봉구 창제3동 457-17,127.041855,37.637239,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-08-27,1,서울특별시 도봉구 창제3동 543-1,서울특별시 도봉구 창제3동 543-1,127.038846,37.637227,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-03-27,1,서울특별시 도봉구 창제3동 569-94,서울특별시 도봉구 창제3동 569-94,127.038981,37.638967,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-05-27,1,서울특별시 도봉구 창제3동 562-13,서울특별시 도봉구 창제3동 562-13,127.040087,37.638321,2007-06-18,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-06-27,1,서울특별시 도봉구 창제3동 554-1,서울특별시 도봉구 창제3동 554-1,127.038682,37.636876,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-11-27,1,서울특별시 도봉구 창제3동 525-2,서울특별시 도봉구 창제3동 525-2,127.038909,37.635008,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-13-27,1,서울특별시 도봉구 우이천로4라길 11-39,서울특별시 도봉구 창제3동 492-16,127.043742,37.634284,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-15-27,1,서울특별시 도봉구 덕릉로60길120-14,서울특별시 도봉구 창제3동 482-43,127.04168,37.634843,2013-12-17,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-16-27,1,서울특별시 도봉구 창제3동 511-8,서울특별시 도봉구 창제3동 511-8,127.040784,37.634465,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-06-28,1,서울특별시 도봉구 덕릉로54길29,서울특별시 도봉구 창제3동 554-1,127.038622,37.637043,2013-12-13,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-03-28,1,서울특별시 도봉구 창제3동 569-91,서울특별시 도봉구 창제3동 569-91,127.03913,37.639126,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-08-28,1,서울특별시 도봉구 덕릉로62길,서울특별시 도봉구 창제3동 810-1,127.042075,37.639529,2013-10-02,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-09-28,1,서울특별시 도봉구 창제3동 459-5,서울특별시 도봉구 창제3동 459-5,127.04186,37.637741,2007-12-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-13-28,1,서울특별시 도봉구 덕릉로60타길 11-32,서울특별시 도봉구 창제3동 492-26,127.043391,37.634068,2007-03-12,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-15-28,1,서울특별시 도봉구 창제3동 482-16,서울특별시 도봉구 창제3동 482-16,127.041852,37.634617,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-16-28,1,서울특별시 도봉구 창제3동 521-5,서울특별시 도봉구 창제3동 521-5,127.040398,37.634771,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-05-29,1,서울특별시 도봉구 덕릉로60길36,서울특별시 도봉구 창제3동 562-3,127.040323,37.638601,2013-12-16,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-03-29,1,서울특별시 도봉구 덕릉로62길14,서울특별시 도봉구 창제3동 449-80,127.040913,37.640474,2013-12-16,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-06-29,1,서울특별시 도봉구 창제3동 548-14,서울특별시 도봉구 창제3동 548-14,127.038855,37.635976,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-09-29,1,서울특별시 도봉구 창제3동 459-2,서울특별시 도봉구 창제3동 459-2,127.041495,37.637115,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-15-29,1,서울특별시 도봉구 창제3동 482-13,서울특별시 도봉구 창제3동 482-13,127.041984,37.634421,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-16-29,1,서울특별시 도봉구 창제3동 521-17,서울특별시 도봉구 창제3동 521-17,127.040386,37.634656,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-05-30,1,서울특별시 도봉구 덕릉로60길44,서울특별시 도봉구 창제3동 562-6,127.040447,37.638249,2013-12-16,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-15-30,1,서울특별시 도봉구 우이천로4길 49,서울특별시 도봉구 창제3동 482-13,127.042133,37.634356,2013-12-16,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-16-30,1,서울특별시 도봉구 우이천로4나길19,서울특별시 도봉구 창제3동 521-13,127.040162,37.634582,2013-12-17,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-13-30,1,서울특별시 도봉구 덕릉로60길 11-35,서울특별시 도봉구 창제3동 492-40,127.04347,37.634275,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-03-30,1,서울특별시 도봉구 창제3동 569-18,서울특별시 도봉구 창제3동 569-18,127.039833,37.639544,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-06-30,1,서울특별시 도봉구 창제3동 544-7,서울특별시 도봉구 창제3동 544-7,127.039037,37.636802,2006-03-27,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-09-30,1,서울특별시 도봉구 창제3동 466-2,서울특별시 도봉구 창제3동 466-2,127.041465,37.637375,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-03-31,1,서울특별시 도봉구 덕릉로60가길 18,서울특별시 도봉구 창제3동 569-49,127.039519,37.639051,2006-04-15,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-05-31,1,서울특별시 도봉구 창제3동 560-19,서울특별시 도봉구 창제3동 560-19,127.040129,37.638011,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-06-31,1,서울특별시 도봉구 창제3동 536-8,서울특별시 도봉구 창제3동 536-8,127.039519,37.636279,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
11-09-31,1,서울특별시 도봉구 창제3동 457-16,서울특별시 도봉구 창제3동 457-16,127.041841,37.637477,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-18-47,2,서울특별시 도봉구 도봉제1동 431-1,서울특별시 도봉구 도봉제1동 431-1,127.035614,37.68019,2007-07-06,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-25-47,1,서울특별시 도봉구 도봉로155길 23,서울특별시 도봉구 도봉제1동 615-36,127.042699,37.672894,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-19-48,1,서울특별시 도봉구 도봉로169길 114,서울특별시 도봉구 도봉제1동 산79,127.031423,37.678463,2006-10-02,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-02-48,1,서울특별시 도봉구 도봉제1동 282-317,서울특별시 도봉구 도봉제1동 282-317,127.042187,37.688272,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-11-09,1,서울특별시 도봉구 노해로62길 65-21,서울특별시 도봉구 창제1동 665-2,127.038765,37.649062,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-05-09,1,서울특별시 도봉구 창제1동 676-40,서울특별시 도봉구 창제1동 676-40,127.037754,37.646737,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-09-09,1,서울특별시 도봉구 창제1동 663-57,서울특별시 도봉구 창제1동 663-57,127.03674,37.64917,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-25-10,1,서울특별시 도봉구 창제1동 산159-1,서울특별시 도봉구 창제1동 산159-1,127.046961,37.647439,2007-10-10,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-09-10,1,서울특별시 도봉구 창제1동 663-55,서울특별시 도봉구 창제1동 663-55,127.036759,37.648905,2006-12-05,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-03-10,1,서울특별시 도봉구 창제1동 657-66,서울특별시 도봉구 창제1동 657-66,127.036471,37.647228,2006-06-08,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-05-10,1,서울특별시 도봉구 도봉로112길 58-4,서울특별시 도봉구 창제1동 676-46,127.038016,37.646872,2006-04-28,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-02-10,1,서울특별시 도봉구 창제1동 651-24,서울특별시 도봉구 창제1동 651-24,127.03673,37.646788,2008-01-01,통신주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-11-10,1,서울특별시 도봉구 노해로62길 33,서울특별시 도봉구 창제1동 665-1,127.038867,37.649071,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-07-10,1,서울특별시 도봉구 창제1동 667-52,서울특별시 도봉구 창제1동 667-52,127.037445,37.648029,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-08-10,1,서울특별시 도봉구 창제1동 658-29,서울특별시 도봉구 창제1동 658-29,127.036527,37.648791,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-10-10,1,서울특별시 도봉구 창제1동 661-78,서울특별시 도봉구 창제1동 661-78,127.036431,37.649845,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-04-10,1,서울특별시 도봉구 창제1동 667-103,서울특별시 도봉구 창제1동 667-103,127.03804,37.647055,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-06-10,1,서울특별시 도봉구 창제1동 657-99,서울특별시 도봉구 창제1동 657-99,127.036753,37.647875,2008-01-01,통신주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-01-10,2,서울특별시 도봉구 창제1동 659-36,서울특별시 도봉구 창제1동 659-36,127.035704,37.648624,2006-03-17,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-25-11,1,서울특별시 도봉구 창제1동 372,서울특별시 도봉구 창제1동 372,127.048082,37.646897,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-06-11,1,서울특별시 도봉구 창제1동 657-17,서울특별시 도봉구 창제1동 657-17,127.036603,37.647768,2007-01-12,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-11-11,1,서울특별시 도봉구 창제1동 665-10,서울특별시 도봉구 창제1동 665-10,127.038719,37.648815,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-03-11,1,서울특별시 도봉구 창제1동 657-68,서울특별시 도봉구 창제1동 657-68,127.036455,37.647447,2006-07-06,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-09-11,1,서울특별시 도봉구 창제1동 663-75,서울특별시 도봉구 창제1동 663-75,127.037098,37.648943,2006-12-05,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-08-11,1,서울특별시 도봉구 창제1동 658-32,서울특별시 도봉구 창제1동 658-32,127.036505,37.6486,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-10-11,1,서울특별시 도봉구 창제1동 661-4,서울특별시 도봉구 창제1동 661-4,127.03657,37.650081,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-01-11,1,서울특별시 도봉구 창제1동 651-2,서울특별시 도봉구 창제1동 651-2,127.035482,37.646854,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-04-11,1,서울특별시 도봉구 창제1동 667-109,서울특별시 도봉구 창제1동 667-109,127.037739,37.647033,2006-03-17,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-07-11,1,서울특별시 도봉구 창제1동 667-34,서울특별시 도봉구 창제1동 667-34,127.037587,37.647795,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-03-12,1,서울특별시 도봉구 창제1동 657-74,서울특별시 도봉구 창제1동 657-74,127.036951,37.646967,2016-09-27,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-10-12,1,서울특별시 도봉구 도봉로 502-5,서울특별시 도봉구 창제1동 661-61,127.036046,37.650126,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-07-12,1,서울특별시 도봉구 창제1동 667-130,서울특별시 도봉구 창제1동 667-130,127.03782,37.647669,2007-12-04,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-09-12,1,서울특별시 도봉구 창제1동 663-67,서울특별시 도봉구 창제1동 663-67,127.037071,37.649237,2006-12-05,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
09-04-12,1,서울특별시 도봉구 창제1동 667-94,서울특별시 도봉구 창제1동 667-94,127.038568,37.647281,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-27-09,1,서울특별시 도봉구 도봉로152가길 102,서울특별시 도봉구 도봉제2동 624,127.044753,37.673926,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-28-09,2,서울특별시 도봉구 도봉로152가길 46,서울특별시 도봉구 도봉제2동 623-65,127.044409,37.671546,2007-08-03,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-05-09,1,서울특별시 도봉구 도봉제2동 630-15,서울특별시 도봉구 도봉제2동 630-15,127.049041,37.67644,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-09-09,1,서울특별시 도봉구 도봉제2동 623-150,서울특별시 도봉구 도봉제2동 623-150,127.04621,37.671632,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-02-09,1,서울특별시 도봉구 도봉제2동 62-3,서울특별시 도봉구 도봉제2동 62-3,127.04758,37.68305,2008-04-04,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-10-09,2,서울특별시 도봉구 마들로28나길 20,서울특별시 도봉구 도봉제2동 98-25,127.047051,37.672124,2007-08-21,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-05-10,1,서울특별시 도봉구 도봉제2동 629-19,서울특별시 도봉구 도봉제2동 629-19,127.049207,37.676795,2007-11-07,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-28-10,1,서울특별시 도봉구 도봉로152가길 54,서울특별시 도봉구 도봉제2동 623-33,127.04446,37.671876,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-08-10,1,서울특별시 도봉구 도봉제2동 624-70,서울특별시 도봉구 도봉제2동 624-70,127.045791,37.67293,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-29-10,1,서울특별시 도봉구 도봉로152가길 10,서울특별시 도봉구 도봉제2동 622-7,127.044313,37.669578,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-27-10,1,서울특별시 도봉구 도봉로152가길 102,서울특별시 도봉구 도봉제2동 624,127.044786,37.674162,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-03-10,1,서울특별시 도봉구 도봉로152가길 156-1,서울특별시 도봉구 도봉제2동 92-69,127.045379,37.676506,2015-07-06,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-01-10,1,서울특별시 도봉구 도봉제2동 652,서울특별시 도봉구 도봉제2동 652,204099.864,465634.554,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-10-10,1,서울특별시 도봉구 도봉제2동 98-25,서울특별시 도봉구 도봉제2동 98-25,127.046994,37.672248,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-07-10,1,서울특별시 도봉구 도봉제2동 626-110,서울특별시 도봉구 도봉제2동 626-110,127.047377,37.675836,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-09-10,1,서울특별시 도봉구 도봉제2동 623-134,서울특별시 도봉구 도봉제2동 623-134,127.045629,37.671301,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-06-10,1,서울특별시 도봉구 도봉제2동 625-80,서울특별시 도봉구 도봉제2동 625-80,127.045671,37.675262,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-02-10,1,서울특별시 도봉구 도봉제2동 58-7,서울특별시 도봉구 도봉제2동 58-7,127.047119,37.683205,2008-04-04,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-02-11,1,서울특별시 도봉구 도봉제2동 62-35,서울특별시 도봉구 도봉제2동 62-35,127.046531,37.683394,2008-04-04,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-27-11,1,서울특별시 도봉구 도봉로152가길 102,서울특별시 도봉구 도봉제2동 624,127.04493,37.674229,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-29-11,1,서울특별시 도봉구 도봉로152가길 10,서울특별시 도봉구 도봉제2동 622-7,127.044227,37.669854,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-08-11,1,서울특별시 도봉구 도봉로156길 27,서울특별시 도봉구 도봉제2동 624-71,127.045771,37.672719,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-28-11,1,서울특별시 도봉구 도봉로152가길 52-5,서울특별시 도봉구 도봉제2동 623-34,127.044693,37.671899,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-06-11,1,서울특별시 도봉구 도봉제2동 625-84,서울특별시 도봉구 도봉제2동 625-84,127.045545,37.675111,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-03-11,1,서울특별시 도봉구 도봉로152가길 160,서울특별시 도봉구 도봉제2동 92-68,127.045403,37.676651,2015-07-06,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-10-11,2,서울특별시 도봉구 마들로28나길 16,서울특별시 도봉구 도봉제2동 98-22,127.04721,37.672223,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-09-11,2,서울특별시 도봉구 도봉제2동 623-141,서울특별시 도봉구 도봉제2동 623-141,127.045722,37.671715,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
15-07-11,1,서울특별시 도봉구 마들로 735,서울특별시 도봉구 도봉제2동 626-98,127.047643,37.675799,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
